,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Id_Item_First,Id_Item_Second,Id_Item_Third,Class_Outlet_Per_Year,Class_Item_Weight,Class_Item_Visibility,Item_Sales,Item_MRP_AVG,Item_Sales_AVG,Class_Item_MRP,Outlet_Item_Sales_AVG
113,FDA39,6.32,Low Fat,0.012208282125,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,Food,FD,A,39,Class C,Medium,Low,28.0,39.482200000000006,16.75,Cheap,16.966666666666665
114,FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,Food,FD,Y,24,Class B,Light,Low,38.0,53.3298,15.6,Cheap,16.636559139784946
115,FDH28,15.85,Regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,Food,FD,H,28,Class B,Heavy,Low,7.0,37.675599999999996,13.25,Cheap,16.18709677419355
116,DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,Drinks,DR,J,13,Class A,Heavy,Low,15.0,160.07446666666667,13.666666666666666,Medium,15.99785407725322
117,FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,Food,FD,W,20,Class A,Extra Heavy,Low,24.0,123.673,16.0,Medium,15.99785407725322
118,FDS49,9.0,Low Fat,0.06364979820000001,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,Food,FD,S,49,Class C,Medium,Low,21.0,79.0444,19.0,Cheap,16.966666666666665
119,FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,Food,FD,F,14,Class C,Medium,Low,17.0,152.48399999999998,15.75,Medium,16.966666666666665
120,NCD06,13.0,Low Fat,0.099325278,Household,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,Non-Consumable,NC,D,06,Class B,Heavy,Low,13.0,45.766000000000005,14.6,Cheap,16.18709677419355
121,FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,Food,FD,B,35,Class A,Heavy,Low,21.0,92.49706666666667,14.833333333333334,Cheap,15.99785407725322
122,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,Non-Consumable,NC,U,41,Class C,Heavy,Low,17.0,190.48459999999997,20.5,Medium,16.966666666666665
123,DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,Drinks,DR,J,51,Class C,Heavy,Low,14.0,230.60680000000002,15.6,Expensive,16.966666666666665
124,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,Food,FD,K,21,Class C,Medium,Low,15.0,249.66937142857142,13.285714285714286,Expensive,16.966666666666665
125,FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,Food,FD,Y,25,Class A,Heavy,Low,19.0,180.6776,27.6,Medium,15.99785407725322
126,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,Food,FD,U,44,Class C,Heavy,Low,6.0,162.88853333333336,16.833333333333332,Medium,16.966666666666665
127,FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,Food,FD,L,43,Class B,Heavy,Low,7.0,76.717,17.5,Cheap,16.636559139784946
128,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,Food,FD,L,20,Class C,Heavy,Low,16.0,111.7386,18.5,Medium,13.856681034482758
129,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,Food,FD,V,32,Class B,Medium,Low,12.0,63.201,18.0,Cheap,16.636559139784946
130,FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,Food,FD,J,34,Class A,Heavy,Low,15.0,125.93706666666668,13.5,Medium,15.99785407725322
131,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,Non-Consumable,NC,I,17,Class A,Medium,Low,2.0,95.69100000000002,17.166666666666668,Cheap,15.99785407725322
132,FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,Food,FD,J,55,Class A,Heavy,Low,22.0,224.72790000000003,18.625,Expensive,15.99785407725322
133,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,Drinks,DR,K,01,Class C,Medium,Low,15.0,94.00359999999998,15.0,Cheap,16.966666666666665
134,NCR54,16.35,Low Fat,0.090486828,Household,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,Non-Consumable,NC,R,54,Class A,Heavy,Low,13.0,196.631,11.2,Medium,15.99785407725322
135,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,Food,FD,G,29,Class A,Heavy,Low,23.0,41.7954,12.5,Cheap,15.99785407725322
136,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,Food,FD,G,24,Class A,Medium,Low,13.0,83.61250000000001,17.75,Cheap,15.99785407725322
137,FDM28,15.7,Low Fat,0.045166237000000005,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,Food,FD,M,28,Class A,Heavy,Low,14.0,180.18266666666668,9.166666666666666,Medium,15.99785407725322
138,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,Food,FD,W,04,Class B,Medium,Low,11.0,130.2976666666667,21.666666666666668,Medium,16.18709677419355
139,FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,Food,FD,S,26,Class A,Extra Heavy,Low,8.0,260.8594,17.4,Expensive,15.99785407725322
140,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,Food,FD,Q,56,Class A,Medium,Low,23.0,84.13365714285713,20.714285714285715,Cheap,15.99785407725322
141,FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,Food,FD,K,51,Class C,Heavy,Low,22.0,265.4169714285714,14.0,Expensive,16.966666666666665
142,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,Food,FD,L,22,Class B,Heavy,Low,23.0,91.07737142857142,16.0,Cheap,16.18709677419355
143,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,Food,FD,Y,55,Class A,Heavy,Low,29.0,257.2738,20.75,Expensive,15.99785407725322
144,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,Food,FD,Z,32,Class C,Medium,Low,7.0,105.19639999999998,8.75,Medium,13.856681034482758
145,NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,Non-Consumable,NC,Z,18,Class C,Medium,Intermediate,24.0,254.04122857142858,16.714285714285715,Expensive,16.966666666666665
146,FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,Food,FD,T,39,Class C,Medium,Low,15.0,151.1366,14.4,Medium,16.966666666666665
147,NCD06,13.0,Low Fat,0.099729888,Household,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999,Non-Consumable,NC,D,06,Class C,Heavy,Low,12.0,45.766000000000005,14.6,Cheap,13.856681034482758
148,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,Food,FD,B,57,Class C,Extra Heavy,Low,25.0,221.79720000000003,18.4,Expensive,16.966666666666665
149,NCT54,8.695,Low Fat,0.11972145099999999,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,Non-Consumable,NC,T,54,Class B,Medium,Low,13.0,94.32939999999999,11.0,Cheap,16.636559139784946
150,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,Food,FD,H,27,Class C,Medium,Low,13.0,143.4878,11.0,Medium,13.856681034482758
151,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,Food,FD,Y,59,Class B,Medium,Low,10.0,93.07477142857142,12.142857142857142,Cheap,16.636559139784946
152,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,Food,FD,K,36,Class C,Medium,Low,12.0,48.2834,17.0,Cheap,16.966666666666665
153,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,Non-Consumable,NC,M,31,Class B,Medium,Low,10.0,141.74040000000002,15.5,Medium,16.18709677419355
154,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,Food,FD,U,36,Class B,Medium,Low,24.0,99.06697142857142,17.142857142857142,Cheap,16.18709677419355
155,NCQ54,17.7,Low Fat,0.012540003000000001,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001,Non-Consumable,NC,Q,54,Class C,Heavy,Low,35.0,167.6674,20.8,Medium,16.966666666666665
156,FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,Food,FD,O,23,Class C,Heavy,Low,12.0,93.97217142857143,16.428571428571427,Cheap,13.856681034482758
157,FDR04,7.075,Low Fat,0.021656847499999996,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,Food,FD,R,04,Class C,Medium,Low,9.0,97.6943,14.625,Cheap,13.856681034482758
158,FDX23,6.445,Low Fat,0.029691762000000003,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,Food,FD,X,23,Class B,Medium,Low,11.0,94.6936,9.333333333333334,Cheap,16.18709677419355
159,FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,Food,FD,X,19,Class C,Heavy,Low,13.0,234.0243714285714,14.857142857142858,Expensive,16.966666666666665
160,FDD40,20.25,Regular,0.014790558999999998,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,Food,FD,D,40,Class C,Extra Heavy,Low,20.0,192.89953333333335,17.833333333333332,Medium,16.966666666666665
161,FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,Food,FD,A,01,Class B,Heavy,Low,9.0,59.13325714285713,13.0,Cheap,16.18709677419355
162,FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,Food,FD,S,33,Class B,Medium,Low,27.0,88.96390000000001,17.875,Cheap,16.18709677419355
163,FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,Food,FD,B,29,Class A,Heavy,Low,7.0,114.21759999999999,13.666666666666666,Medium,15.99785407725322
164,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,Food,FD,X,36,Class B,Medium,Low,22.0,225.08325714285715,16.142857142857142,Expensive,16.636559139784946
165,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,Food,FD,B,45,Class B,Extra Heavy,Low,23.0,104.69726666666668,11.833333333333334,Medium,16.636559139784946
166,FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,Food,FD,V,51,Class A,Heavy,Low,6.0,165.3675333333333,12.666666666666666,Medium,15.99785407725322
167,DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,Drinks,DR,H,39,Class A,Extra Heavy,Low,4.0,76.50033333333333,19.333333333333332,Cheap,15.99785407725322
168,NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,Non-Consumable,NC,O,43,Class B,Medium,Low,33.0,101.00160000000001,19.0,Medium,16.18709677419355
169,FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,Food,FD,R,24,Class A,Heavy,Low,6.0,88.963,16.2,Cheap,15.99785407725322
170,NCY18,7.285,Low Fat,0.031125708999999998,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,Non-Consumable,NC,Y,18,Class A,Medium,Low,25.0,175.0498444444444,18.444444444444443,Medium,15.99785407725322
171,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,Drinks,DR,I,37,Class B,Heavy,Low,12.0,58.3904,11.0,Cheap,16.636559139784946
172,FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.4779999999998,Food,FD,L,27,Class B,Medium,Low,29.0,65.3826,17.75,Cheap,16.636559139784946
173,NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,Non-Consumable,NC,O,30,Class B,Heavy,Low,18.0,183.8608,12.666666666666666,Medium,16.636559139784946
174,NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.5759999999996,Non-Consumable,NC,B,07,Class B,Heavy,Low,16.0,197.07766666666666,16.333333333333332,Medium,16.636559139784946
175,FDX25,16.7,Low Fat,0.0816573744,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088,Food,FD,X,25,Class C,Heavy,Low,14.0,181.7892,16.4,Medium,13.856681034482758
176,FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,Food,FD,P,59,Class C,Extra Heavy,Low,18.0,104.2248,13.4,Medium,13.856681034482758
177,FDT27,11.395,Regular,0.06952926200000001,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,Food,FD,T,27,Class A,Heavy,Low,26.0,233.52159999999998,15.8,Expensive,15.99785407725322
178,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,Drinks,DR,I,01,Class B,Medium,Low,15.0,172.59934285714286,18.0,Medium,16.18709677419355
179,FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,Food,FD,U,09,Class B,Medium,Low,23.0,54.745599999999996,39.0,Cheap,16.636559139784946
180,FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,Food,FD,H,26,Class B,Heavy,Low,29.0,141.52102857142856,13.857142857142858,Medium,16.18709677419355
181,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,Food,FD,H,27,Class B,Medium,Low,22.0,143.4878,11.0,Medium,16.18709677419355
182,FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,Food,FD,H,40,Class B,Heavy,Low,14.0,80.94426666666666,14.166666666666666,Cheap,16.18709677419355
183,DRN47,12.1,Low Fat,0.016895293000000002,Hard Drinks,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,Drinks,DR,N,47,Class C,Heavy,Low,5.0,179.42155555555553,16.22222222222222,Medium,13.856681034482758
184,NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.4120000000003,Non-Consumable,NC,O,17,Class B,Medium,Low,23.0,119.91542857142856,17.142857142857142,Medium,16.18709677419355
185,FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.1419999999999,Food,FD,T,22,Class B,Heavy,Low,11.0,59.141999999999996,17.2,Cheap,16.636559139784946
186,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,Food,FD,G,45,Class A,Medium,Low,17.0,212.10686666666666,20.0,Expensive,15.99785407725322
187,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292,Food,FD,D,44,Class C,Medium,Low,20.0,257.6479333333333,21.166666666666668,Expensive,16.966666666666665
188,FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256,Food,FD,L,51,Class C,Extra Heavy,Low,6.0,214.30426666666665,13.166666666666666,Expensive,13.856681034482758
189,FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,Food,FD,X,09,Class C,Medium,Low,44.0,176.25366666666665,18.0,Medium,16.966666666666665
190,FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,Food,FD,O,51,Class A,Medium,Low,20.0,42.87786666666667,18.0,Cheap,15.99785407725322
191,FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,Food,FD,W,49,Class C,Heavy,Low,7.0,179.34464444444444,13.88888888888889,Medium,13.856681034482758
192,FDB27,7.575,Low Fat,0.055390120999999994,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,Food,FD,B,27,Class B,Medium,Low,29.0,196.91013333333333,16.833333333333332,Medium,16.18709677419355
193,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,Food,FD,F,45,Class A,Heavy,Low,25.0,58.3904,21.8,Cheap,15.99785407725322
194,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,Food,FD,V,02,Class A,Heavy,Low,19.0,171.2706,15.6,Medium,15.99785407725322
195,FDY28,7.47,Regular,0.12070057233333335,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436,Food,FD,Y,28,Class C,Medium,Low,20.0,213.87179999999998,16.0,Expensive,16.966666666666665
196,FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356,Food,FD,P,51,Class C,Heavy,Low,19.0,119.54573333333333,13.666666666666666,Medium,13.856681034482758
197,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,Food,FD,R,44,Class B,Medium,Low,27.0,130.4593,12.625,Medium,16.18709677419355
198,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,Food,FD,B,34,Class C,Heavy,Low,7.0,86.29122857142856,17.428571428571427,Cheap,16.966666666666665
199,FDC50,15.85,Low Fat,0.1302718615714286,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222,Food,FD,C,50,Class C,Heavy,Low,13.0,94.72368571428571,18.142857142857142,Cheap,16.966666666666665
200,DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,Drinks,DR,E,49,Class B,Extra Heavy,Low,17.0,152.46906666666666,17.555555555555557,Medium,16.18709677419355
201,FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772,Food,FD,M,40,Class B,Heavy,Intermediate,18.0,142.6154,13.666666666666666,Medium,16.18709677419355
202,FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,Food,FD,W,07,Class B,Heavy,Low,9.0,88.77997142857143,13.0,Cheap,16.18709677419355
203,FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,Food,FD,Q,56,Class B,Medium,Low,20.0,84.13365714285713,20.714285714285715,Cheap,16.636559139784946
204,FDN58,13.8,Regular,0.056960814000000005,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744,Food,FD,N,58,Class B,Heavy,Low,16.0,231.26506666666668,22.5,Expensive,16.636559139784946
205,FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546,Food,FD,G,35,Class B,Extra Heavy,Low,17.0,174.09380000000002,10.8,Medium,16.18709677419355
206,FDY34,10.5,Regular,0.011026593999999999,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472,Food,FD,Y,34,Class C,Heavy,Low,16.0,165.8242,17.2,Medium,13.856681034482758
207,FDT59,13.65,Low Fat,0.015908423999999997,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004,Food,FD,T,59,Class C,Heavy,Low,30.0,230.35013333333333,16.666666666666668,Expensive,16.966666666666665
208,NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392,Non-Consumable,NC,X,41,Class B,Heavy,Low,18.0,211.1744,11.166666666666666,Expensive,16.18709677419355
209,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886,Food,FD,F,22,Class B,Medium,Low,27.0,213.09679999999997,15.125,Expensive,16.636559139784946
210,FDM60,10.8,Regular,0.048143292000000004,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346,Food,FD,M,60,Class B,Heavy,Low,17.0,40.7938,16.0,Cheap,16.18709677419355
211,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062,Food,FD,R,02,Class A,Heavy,Low,17.0,110.56002857142856,16.428571428571427,Medium,15.99785407725322
212,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.7079999999999,Food,FD,S,48,Class B,Heavy,Low,10.0,150.3208,11.5,Medium,16.18709677419355
213,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055,Food,FD,Z,38,Class C,Heavy,Low,25.0,172.5755333333333,22.0,Medium,13.856681034482758
214,FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214,Food,FD,H,19,Class B,Heavy,Low,3.0,173.5452285714286,17.0,Medium,16.18709677419355
215,NCB55,15.7,Low Fat,0.160663021,Household,59.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868,Non-Consumable,NC,B,55,Class B,Heavy,Intermediate,14.0,58.5312,11.0,Cheap,16.18709677419355
216,FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538,Food,FD,F,11,Class C,Heavy,Low,10.0,239.7138,13.4,Expensive,16.966666666666665
217,FDW43,20.1,Regular,0.022460102000000003,Fruits and Vegetables,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554,Food,FD,W,43,Class B,Extra Heavy,Low,15.0,226.4036,16.25,Expensive,16.636559139784946
218,FDA27,20.35,Regular,0.0247992546,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784,Food,FD,A,27,Class C,Extra Heavy,Low,22.0,256.24719999999996,12.0,Expensive,13.856681034482758
219,NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.960999999999,Non-Consumable,NC,U,41,Class B,Heavy,Low,35.0,190.48459999999997,20.5,Medium,16.636559139784946
